,taxa,Sample_ID,count,Level,Age,Strain,Genotype
295,Clostridium sp. MF28,X20_AWM_8766_1,1,Species,20 Weeks,AJ,WT
296,Clostridium sp. MF28,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
297,Clostridium sp. MF28,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
298,Clostridium sp. MF28,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
299,Clostridium sp. MF28,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
300,Clostridium sp. MF28,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
301,Clostridium sp. MF28,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
302,Clostridium sp. MF28,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
303,Clostridium sp. MF28,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
304,Clostridium sp. MF28,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
305,Clostridium sp. MF28,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
306,Clostridium sp. MF28,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
307,Clostridium sp. MF28,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
308,Clostridium sp. MF28,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
309,Clostridium sp. MF28,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
310,Clostridium sp. MF28,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
311,Clostridium sp. MF28,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
312,Clostridium sp. MF28,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
313,Clostridium sp. MF28,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
314,Clostridium sp. MF28,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
315,Clostridium sp. MF28,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
316,Clostridium sp. MF28,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
317,Clostridium sp. MF28,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
318,Clostridium sp. MF28,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
319,Clostridium sp. MF28,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
320,Clostridium sp. MF28,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
321,Clostridium sp. MF28,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
322,Clostridium sp. MF28,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
323,Clostridium sp. MF28,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
324,Clostridium sp. MF28,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
325,Clostridium sp. MF28,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
326,Clostridium sp. MF28,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
327,Clostridium sp. MF28,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
328,Clostridium sp. MF28,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
329,Clostridium sp. MF28,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
330,Clostridium sp. MF28,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
331,Clostridium sp. MF28,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
332,Clostridium sp. MF28,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
333,Clostridium sp. MF28,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
334,Clostridium sp. MF28,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
335,Clostridium sp. MF28,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
336,Clostridium sp. MF28,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
337,Clostridium sp. MF28,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
338,Clostridium sp. MF28,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
339,Clostridium sp. MF28,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
340,Clostridium sp. MF28,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
341,Clostridium sp. MF28,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
342,Clostridium sp. MF28,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
343,Clostridium sp. MF28,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
344,Clostridium sp. MF28,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
345,Clostridium sp. MF28,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
346,Clostridium sp. MF28,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
347,Clostridium sp. MF28,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
348,Clostridium sp. MF28,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
349,Clostridium sp. MF28,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
350,Clostridium sp. MF28,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
351,Clostridium sp. MF28,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
352,Clostridium sp. MF28,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
353,Clostridium sp. MF28,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
354,Clostridium sp. MF28,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
355,Clostridium sp. MF28,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
356,Clostridium sp. MF28,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
357,Clostridium sp. MF28,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
358,Clostridium sp. MF28,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
359,Clostridium sp. MF28,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
360,Clostridium sp. MF28,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
361,Clostridium sp. MF28,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
362,Clostridium sp. MF28,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
363,Clostridium sp. MF28,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
364,Clostridium sp. MF28,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
365,Thermaerobacter unclassified,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
366,Thermaerobacter unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
367,Thermaerobacter unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
368,Thermaerobacter unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
369,Thermaerobacter unclassified,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
370,Thermaerobacter unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
371,Thermaerobacter unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
372,Thermaerobacter unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
373,Thermaerobacter unclassified,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
374,Thermaerobacter unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
375,Thermaerobacter unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
376,Thermaerobacter unclassified,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
377,Thermaerobacter unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
378,Thermaerobacter unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
379,Thermaerobacter unclassified,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
380,Thermaerobacter unclassified,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
381,Thermaerobacter unclassified,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
382,Thermaerobacter unclassified,X20_AWM_8728_1,0.333333333,Species,20 Weeks,AJ,WT
383,Thermaerobacter unclassified,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
384,Thermaerobacter unclassified,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
385,Thermaerobacter unclassified,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
386,Thermaerobacter unclassified,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
387,Thermaerobacter unclassified,X20_AWM_8766_2,0.333333333,Species,20 Weeks,AJ,WT
388,Thermaerobacter unclassified,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
389,Thermaerobacter unclassified,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
390,Thermaerobacter unclassified,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
391,Thermaerobacter unclassified,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
392,Thermaerobacter unclassified,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
393,Thermaerobacter unclassified,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
394,Thermaerobacter unclassified,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
395,Thermaerobacter unclassified,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
396,Thermaerobacter unclassified,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
397,Thermaerobacter unclassified,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
398,Thermaerobacter unclassified,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
399,Thermaerobacter unclassified,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
400,Thermaerobacter unclassified,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
401,Thermaerobacter unclassified,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
402,Thermaerobacter unclassified,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
403,Thermaerobacter unclassified,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
404,Thermaerobacter unclassified,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
405,Thermaerobacter unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
406,Thermaerobacter unclassified,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
407,Thermaerobacter unclassified,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
408,Thermaerobacter unclassified,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
409,Thermaerobacter unclassified,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
410,Thermaerobacter unclassified,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
411,Thermaerobacter unclassified,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
412,Thermaerobacter unclassified,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
413,Thermaerobacter unclassified,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
414,Thermaerobacter unclassified,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
415,Thermaerobacter unclassified,X8_AKF_8738_2,0.333333333,Species,8 Weeks,AJ,KO
416,Thermaerobacter unclassified,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
417,Thermaerobacter unclassified,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
418,Thermaerobacter unclassified,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
419,Thermaerobacter unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
420,Thermaerobacter unclassified,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
421,Thermaerobacter unclassified,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
422,Thermaerobacter unclassified,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
423,Thermaerobacter unclassified,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
424,Thermaerobacter unclassified,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
425,Thermaerobacter unclassified,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
426,Thermaerobacter unclassified,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
427,Thermaerobacter unclassified,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
428,Thermaerobacter unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
429,Thermaerobacter unclassified,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
430,Thermaerobacter unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
431,Thermaerobacter unclassified,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
432,Thermaerobacter unclassified,X8_AWM_8766_1,0,Species,8 Weeks,AJ,WT
433,Thermaerobacter unclassified,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
434,Thermaerobacter unclassified,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
435,Thermaerobacter unclassified,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
436,Thermaerobacter unclassified,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
437,Thermaerobacter unclassified,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
438,Thermaerobacter unclassified,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
439,Thermaerobacter unclassified,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
440,Thermaerobacter unclassified,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
441,Thermaerobacter unclassified,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
442,Thermaerobacter unclassified,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
443,Thermaerobacter unclassified,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
444,Thermaerobacter unclassified,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
445,Thermaerobacter unclassified,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
446,Thermaerobacter unclassified,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
447,Thermaerobacter unclassified,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
448,Thermaerobacter unclassified,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
449,Thermaerobacter unclassified,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
450,Thermaerobacter unclassified,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
451,Thermaerobacter unclassified,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
452,Thermaerobacter unclassified,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
453,Thermaerobacter unclassified,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
454,Thermaerobacter unclassified,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
455,Thermaerobacter unclassified,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
456,Coprococcus comes,X20_AKF_8733_2,0,Species,20 Weeks,AJ,KO
457,Coprococcus comes,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
458,Coprococcus comes,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
459,Coprococcus comes,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
460,Coprococcus comes,X20_AKF_8802_2,0,Species,20 Weeks,AJ,KO
461,Coprococcus comes,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
462,Coprococcus comes,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
463,Coprococcus comes,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
464,Coprococcus comes,X20_AKM_8769_2,0,Species,20 Weeks,AJ,KO
465,Coprococcus comes,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
466,Coprococcus comes,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
467,Coprococcus comes,X20_AWF_8736_1,0,Species,20 Weeks,AJ,WT
468,Coprococcus comes,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
469,Coprococcus comes,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
470,Coprococcus comes,X20_AWF_8797_2,0,Species,20 Weeks,AJ,WT
471,Coprococcus comes,X20_AWF_9005_1,0,Species,20 Weeks,AJ,WT
472,Coprococcus comes,X20_AWF_9005_2,0,Species,20 Weeks,AJ,WT
473,Coprococcus comes,X20_AWM_8728_1,0,Species,20 Weeks,AJ,WT
474,Coprococcus comes,X20_AWM_8728_2,0,Species,20 Weeks,AJ,WT
475,Coprococcus comes,X20_AWM_8730_1,0,Species,20 Weeks,AJ,WT
476,Coprococcus comes,X20_AWM_8730_2,0,Species,20 Weeks,AJ,WT
477,Coprococcus comes,X20_AWM_8766_1,0,Species,20 Weeks,AJ,WT
478,Coprococcus comes,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
479,Coprococcus comes,X20_BKF_8726_1,0,Species,20 Weeks,B6,KO
480,Coprococcus comes,X20_BKF_8726_2,0,Species,20 Weeks,B6,KO
481,Coprococcus comes,X20_BKF_8926_1,0,Species,20 Weeks,B6,KO
482,Coprococcus comes,X20_BKF_8926_2,0,Species,20 Weeks,B6,KO
483,Coprococcus comes,X20_BKF_8927_1,0,Species,20 Weeks,B6,KO
484,Coprococcus comes,X20_BKF_8927_2,0,Species,20 Weeks,B6,KO
485,Coprococcus comes,X20_BKM_8719_1,0,Species,20 Weeks,B6,KO
486,Coprococcus comes,X20_BKM_8719_2,0,Species,20 Weeks,B6,KO
487,Coprococcus comes,X20_BKM_8859_1,0,Species,20 Weeks,B6,KO
488,Coprococcus comes,X20_BKM_8859_2,0,Species,20 Weeks,B6,KO
489,Coprococcus comes,X20_BKM_8860_1,0,Species,20 Weeks,B6,KO
490,Coprococcus comes,X20_BKM_8860_2,0,Species,20 Weeks,B6,KO
491,Coprococcus comes,X20_BWF_8754_1,0,Species,20 Weeks,B6,WT
492,Coprococcus comes,X20_BWF_8754_2,0,Species,20 Weeks,B6,WT
493,Coprococcus comes,X20_BWF_8755_1,0,Species,20 Weeks,B6,WT
494,Coprococcus comes,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
495,Coprococcus comes,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
496,Coprococcus comes,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
497,Coprococcus comes,X20_BWM_8745_1,0,Species,20 Weeks,B6,WT
498,Coprococcus comes,X20_BWM_8745_2,0,Species,20 Weeks,B6,WT
499,Coprococcus comes,X20_BWM_8747_1,0,Species,20 Weeks,B6,WT
500,Coprococcus comes,X20_BWM_8747_2,0,Species,20 Weeks,B6,WT
501,Coprococcus comes,X20_BWM_8847_1,0,Species,20 Weeks,B6,WT
502,Coprococcus comes,X20_BWM_8847_2,0,Species,20 Weeks,B6,WT
503,Coprococcus comes,X8_AKF_8733_1,0,Species,8 Weeks,AJ,KO
504,Coprococcus comes,X8_AKF_8733_2,0,Species,8 Weeks,AJ,KO
505,Coprococcus comes,X8_AKF_8738_1,0,Species,8 Weeks,AJ,KO
506,Coprococcus comes,X8_AKF_8738_2,0,Species,8 Weeks,AJ,KO
507,Coprococcus comes,X8_AKF_8802_1,0,Species,8 Weeks,AJ,KO
508,Coprococcus comes,X8_AKM_8768_1,0,Species,8 Weeks,AJ,KO
509,Coprococcus comes,X8_AKM_8768_2,0,Species,8 Weeks,AJ,KO
510,Coprococcus comes,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
511,Coprococcus comes,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
512,Coprococcus comes,X8_AKM_8771_1,0,Species,8 Weeks,AJ,KO
513,Coprococcus comes,X8_AKM_8771_2,0,Species,8 Weeks,AJ,KO
514,Coprococcus comes,X8_AWF_8736_1,0,Species,8 Weeks,AJ,WT
515,Coprococcus comes,X8_AWF_8736_2,0,Species,8 Weeks,AJ,WT
516,Coprococcus comes,X8_AWF_8797_1,0,Species,8 Weeks,AJ,WT
517,Coprococcus comes,X8_AWF_9005_1,0,Species,8 Weeks,AJ,WT
518,Coprococcus comes,X8_AWF_9005_2,0,Species,8 Weeks,AJ,WT
519,Coprococcus comes,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
520,Coprococcus comes,X8_AWM_8728_2,0,Species,8 Weeks,AJ,WT
521,Coprococcus comes,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
522,Coprococcus comes,X8_AWM_8730_2,0,Species,8 Weeks,AJ,WT
523,Coprococcus comes,X8_AWM_8766_1,1,Species,8 Weeks,AJ,WT
524,Coprococcus comes,X8_AWM_8766_2,0,Species,8 Weeks,AJ,WT
525,Coprococcus comes,X8_BKF_8726_1,0,Species,8 Weeks,B6,KO
526,Coprococcus comes,X8_BKF_8726_2,0,Species,8 Weeks,B6,KO
527,Coprococcus comes,X8_BKF_8926_1,0,Species,8 Weeks,B6,KO
528,Coprococcus comes,X8_BKF_8926_2,0,Species,8 Weeks,B6,KO
529,Coprococcus comes,X8_BKF_8927_1,0,Species,8 Weeks,B6,KO
530,Coprococcus comes,X8_BKM_8719_1,0,Species,8 Weeks,B6,KO
531,Coprococcus comes,X8_BKM_8719_2,0,Species,8 Weeks,B6,KO
532,Coprococcus comes,X8_BKM_8859_1,0,Species,8 Weeks,B6,KO
533,Coprococcus comes,X8_BKM_8859_2,0,Species,8 Weeks,B6,KO
534,Coprococcus comes,X8_BKM_8860_1,0,Species,8 Weeks,B6,KO
535,Coprococcus comes,X8_BKM_8860_2,0,Species,8 Weeks,B6,KO
536,Coprococcus comes,X8_BWF_8754_1,0,Species,8 Weeks,B6,WT
537,Coprococcus comes,X8_BWF_8754_2,0,Species,8 Weeks,B6,WT
538,Coprococcus comes,X8_BWF_8755_1,0,Species,8 Weeks,B6,WT
539,Coprococcus comes,X8_BWF_8852_1,0,Species,8 Weeks,B6,WT
540,Coprococcus comes,X8_BWF_8852_2,0,Species,8 Weeks,B6,WT
541,Coprococcus comes,X8_BWM_8745_1,0,Species,8 Weeks,B6,WT
542,Coprococcus comes,X8_BWM_8745_2,0,Species,8 Weeks,B6,WT
543,Coprococcus comes,X8_BWM_8747_1,0,Species,8 Weeks,B6,WT
544,Coprococcus comes,X8_BWM_8747_2,0,Species,8 Weeks,B6,WT
545,Coprococcus comes,X8_BWM_8847_1,0,Species,8 Weeks,B6,WT
546,Coprococcus comes,X8_BWM_8847_2,0,Species,8 Weeks,B6,WT
547,Phocea unclassified,X20_AKF_8733_2,0.0016,Species,20 Weeks,AJ,KO
548,Phocea unclassified,X20_AKF_8738_1,0,Species,20 Weeks,AJ,KO
549,Phocea unclassified,X20_AKF_8738_2,0,Species,20 Weeks,AJ,KO
550,Phocea unclassified,X20_AKF_8802_1,0,Species,20 Weeks,AJ,KO
551,Phocea unclassified,X20_AKF_8802_2,0.0016,Species,20 Weeks,AJ,KO
552,Phocea unclassified,X20_AKM_8768_1,0,Species,20 Weeks,AJ,KO
553,Phocea unclassified,X20_AKM_8768_2,0,Species,20 Weeks,AJ,KO
554,Phocea unclassified,X20_AKM_8769_1,0,Species,20 Weeks,AJ,KO
555,Phocea unclassified,X20_AKM_8769_2,0.0032,Species,20 Weeks,AJ,KO
556,Phocea unclassified,X20_AKM_8771_1,0,Species,20 Weeks,AJ,KO
557,Phocea unclassified,X20_AKM_8771_2,0,Species,20 Weeks,AJ,KO
558,Phocea unclassified,X20_AWF_8736_1,0.0032,Species,20 Weeks,AJ,WT
559,Phocea unclassified,X20_AWF_8736_2,0,Species,20 Weeks,AJ,WT
560,Phocea unclassified,X20_AWF_8797_1,0,Species,20 Weeks,AJ,WT
561,Phocea unclassified,X20_AWF_8797_2,0.0064,Species,20 Weeks,AJ,WT
562,Phocea unclassified,X20_AWF_9005_1,0.0336,Species,20 Weeks,AJ,WT
563,Phocea unclassified,X20_AWF_9005_2,0.0432,Species,20 Weeks,AJ,WT
564,Phocea unclassified,X20_AWM_8728_1,0.0112,Species,20 Weeks,AJ,WT
565,Phocea unclassified,X20_AWM_8728_2,0.0256,Species,20 Weeks,AJ,WT
566,Phocea unclassified,X20_AWM_8730_1,0.0304,Species,20 Weeks,AJ,WT
567,Phocea unclassified,X20_AWM_8730_2,0.032,Species,20 Weeks,AJ,WT
568,Phocea unclassified,X20_AWM_8766_1,0.0016,Species,20 Weeks,AJ,WT
569,Phocea unclassified,X20_AWM_8766_2,0,Species,20 Weeks,AJ,WT
570,Phocea unclassified,X20_BKF_8726_1,0.008,Species,20 Weeks,B6,KO
571,Phocea unclassified,X20_BKF_8726_2,0.0096,Species,20 Weeks,B6,KO
572,Phocea unclassified,X20_BKF_8926_1,0.008,Species,20 Weeks,B6,KO
573,Phocea unclassified,X20_BKF_8926_2,0.016,Species,20 Weeks,B6,KO
574,Phocea unclassified,X20_BKF_8927_1,0.0224,Species,20 Weeks,B6,KO
575,Phocea unclassified,X20_BKF_8927_2,0.0144,Species,20 Weeks,B6,KO
576,Phocea unclassified,X20_BKM_8719_1,0.0112,Species,20 Weeks,B6,KO
577,Phocea unclassified,X20_BKM_8719_2,0.0096,Species,20 Weeks,B6,KO
578,Phocea unclassified,X20_BKM_8859_1,0.0224,Species,20 Weeks,B6,KO
579,Phocea unclassified,X20_BKM_8859_2,0.0272,Species,20 Weeks,B6,KO
580,Phocea unclassified,X20_BKM_8860_1,0.064,Species,20 Weeks,B6,KO
581,Phocea unclassified,X20_BKM_8860_2,0.0096,Species,20 Weeks,B6,KO
582,Phocea unclassified,X20_BWF_8754_1,0.0064,Species,20 Weeks,B6,WT
583,Phocea unclassified,X20_BWF_8754_2,0.0272,Species,20 Weeks,B6,WT
584,Phocea unclassified,X20_BWF_8755_1,0.0016,Species,20 Weeks,B6,WT
585,Phocea unclassified,X20_BWF_8755_2,0,Species,20 Weeks,B6,WT
586,Phocea unclassified,X20_BWF_8852_1,0,Species,20 Weeks,B6,WT
587,Phocea unclassified,X20_BWF_8852_2,0,Species,20 Weeks,B6,WT
588,Phocea unclassified,X20_BWM_8745_1,0.008,Species,20 Weeks,B6,WT
589,Phocea unclassified,X20_BWM_8745_2,0.0064,Species,20 Weeks,B6,WT
590,Phocea unclassified,X20_BWM_8747_1,0.0016,Species,20 Weeks,B6,WT
591,Phocea unclassified,X20_BWM_8747_2,0.0112,Species,20 Weeks,B6,WT
592,Phocea unclassified,X20_BWM_8847_1,0.0016,Species,20 Weeks,B6,WT
593,Phocea unclassified,X20_BWM_8847_2,0.0048,Species,20 Weeks,B6,WT
594,Phocea unclassified,X8_AKF_8733_1,0.0128,Species,8 Weeks,AJ,KO
595,Phocea unclassified,X8_AKF_8733_2,0.0192,Species,8 Weeks,AJ,KO
596,Phocea unclassified,X8_AKF_8738_1,0.0064,Species,8 Weeks,AJ,KO
597,Phocea unclassified,X8_AKF_8738_2,0.0048,Species,8 Weeks,AJ,KO
598,Phocea unclassified,X8_AKF_8802_1,0.0224,Species,8 Weeks,AJ,KO
599,Phocea unclassified,X8_AKM_8768_1,0.0016,Species,8 Weeks,AJ,KO
600,Phocea unclassified,X8_AKM_8768_2,0.0032,Species,8 Weeks,AJ,KO
601,Phocea unclassified,X8_AKM_8769_1,0,Species,8 Weeks,AJ,KO
602,Phocea unclassified,X8_AKM_8769_2,0,Species,8 Weeks,AJ,KO
603,Phocea unclassified,X8_AKM_8771_1,0.008,Species,8 Weeks,AJ,KO
604,Phocea unclassified,X8_AKM_8771_2,0.0016,Species,8 Weeks,AJ,KO
605,Phocea unclassified,X8_AWF_8736_1,0.016,Species,8 Weeks,AJ,WT
606,Phocea unclassified,X8_AWF_8736_2,0.0144,Species,8 Weeks,AJ,WT
607,Phocea unclassified,X8_AWF_8797_1,0.0224,Species,8 Weeks,AJ,WT
608,Phocea unclassified,X8_AWF_9005_1,0.0384,Species,8 Weeks,AJ,WT
609,Phocea unclassified,X8_AWF_9005_2,0.0176,Species,8 Weeks,AJ,WT
610,Phocea unclassified,X8_AWM_8728_1,0,Species,8 Weeks,AJ,WT
611,Phocea unclassified,X8_AWM_8728_2,0.0016,Species,8 Weeks,AJ,WT
612,Phocea unclassified,X8_AWM_8730_1,0,Species,8 Weeks,AJ,WT
613,Phocea unclassified,X8_AWM_8730_2,0.0048,Species,8 Weeks,AJ,WT
