,taxon,Sample_ID,count,Level,Strain,Genotype,Age
613,Desulfuromonadales_unclassified,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
614,Desulfuromonadales_unclassified,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
615,Desulfuromonadales_unclassified,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
616,Desulfuromonadales_unclassified,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
617,Desulfuromonadales_unclassified,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
618,Desulfuromonadales_unclassified,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
619,Desulfuromonadales_unclassified,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
620,Desulfuromonadales_unclassified,X8_BKF_8927_1,0,Family,B6,KO,8 Weeks
621,Desulfuromonadales_unclassified,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
622,Desulfuromonadales_unclassified,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
623,Desulfuromonadales_unclassified,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
624,Desulfuromonadales_unclassified,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
625,Desulfuromonadales_unclassified,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
626,Desulfuromonadales_unclassified,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
627,Desulfuromonadales_unclassified,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
628,Desulfuromonadales_unclassified,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
629,Desulfuromonadales_unclassified,X8_BWF_8755_1,0,Family,B6,WT,8 Weeks
630,Desulfuromonadales_unclassified,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
631,Desulfuromonadales_unclassified,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
632,Desulfuromonadales_unclassified,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
633,Desulfuromonadales_unclassified,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
634,Desulfuromonadales_unclassified,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
635,Desulfuromonadales_unclassified,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
636,Desulfuromonadales_unclassified,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
637,Desulfuromonadales_unclassified,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
638,Polyangiaceae,X20_AKF_8733_2,0,Family,AJ,KO,20 Weeks
639,Polyangiaceae,X20_AKF_8738_1,0,Family,AJ,KO,20 Weeks
640,Polyangiaceae,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
641,Polyangiaceae,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
642,Polyangiaceae,X20_AKF_8802_2,0,Family,AJ,KO,20 Weeks
643,Polyangiaceae,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
644,Polyangiaceae,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
645,Polyangiaceae,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
646,Polyangiaceae,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
647,Polyangiaceae,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
648,Polyangiaceae,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
649,Polyangiaceae,X20_AWF_8736_1,0,Family,AJ,WT,20 Weeks
650,Polyangiaceae,X20_AWF_8736_2,0,Family,AJ,WT,20 Weeks
651,Polyangiaceae,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
652,Polyangiaceae,X20_AWF_8797_2,0,Family,AJ,WT,20 Weeks
653,Polyangiaceae,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
654,Polyangiaceae,X20_AWF_9005_2,0,Family,AJ,WT,20 Weeks
655,Polyangiaceae,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
656,Polyangiaceae,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
657,Polyangiaceae,X20_AWM_8730_1,0,Family,AJ,WT,20 Weeks
658,Polyangiaceae,X20_AWM_8730_2,0,Family,AJ,WT,20 Weeks
659,Polyangiaceae,X20_AWM_8766_1,0,Family,AJ,WT,20 Weeks
660,Polyangiaceae,X20_AWM_8766_2,0,Family,AJ,WT,20 Weeks
661,Polyangiaceae,X20_BKF_8726_1,0,Family,B6,KO,20 Weeks
662,Polyangiaceae,X20_BKF_8726_2,0,Family,B6,KO,20 Weeks
663,Polyangiaceae,X20_BKF_8926_1,0,Family,B6,KO,20 Weeks
664,Polyangiaceae,X20_BKF_8926_2,0,Family,B6,KO,20 Weeks
665,Polyangiaceae,X20_BKF_8927_1,0,Family,B6,KO,20 Weeks
666,Polyangiaceae,X20_BKF_8927_2,0,Family,B6,KO,20 Weeks
667,Polyangiaceae,X20_BKM_8719_1,0,Family,B6,KO,20 Weeks
668,Polyangiaceae,X20_BKM_8719_2,0,Family,B6,KO,20 Weeks
669,Polyangiaceae,X20_BKM_8859_1,0,Family,B6,KO,20 Weeks
670,Polyangiaceae,X20_BKM_8859_2,0,Family,B6,KO,20 Weeks
671,Polyangiaceae,X20_BKM_8860_1,0,Family,B6,KO,20 Weeks
672,Polyangiaceae,X20_BKM_8860_2,0,Family,B6,KO,20 Weeks
673,Polyangiaceae,X20_BWF_8754_1,0,Family,B6,WT,20 Weeks
674,Polyangiaceae,X20_BWF_8754_2,0,Family,B6,WT,20 Weeks
675,Polyangiaceae,X20_BWF_8755_1,0,Family,B6,WT,20 Weeks
676,Polyangiaceae,X20_BWF_8755_2,0,Family,B6,WT,20 Weeks
677,Polyangiaceae,X20_BWF_8852_1,0,Family,B6,WT,20 Weeks
678,Polyangiaceae,X20_BWF_8852_2,0,Family,B6,WT,20 Weeks
679,Polyangiaceae,X20_BWM_8745_1,0,Family,B6,WT,20 Weeks
680,Polyangiaceae,X20_BWM_8745_2,0,Family,B6,WT,20 Weeks
681,Polyangiaceae,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
682,Polyangiaceae,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
683,Polyangiaceae,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
684,Polyangiaceae,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
685,Polyangiaceae,X8_AKF_8733_1,1,Family,AJ,KO,8 Weeks
686,Polyangiaceae,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
687,Polyangiaceae,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
688,Polyangiaceae,X8_AKF_8738_2,0,Family,AJ,KO,8 Weeks
689,Polyangiaceae,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
690,Polyangiaceae,X8_AKM_8768_1,0,Family,AJ,KO,8 Weeks
691,Polyangiaceae,X8_AKM_8768_2,0,Family,AJ,KO,8 Weeks
692,Polyangiaceae,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
693,Polyangiaceae,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
694,Polyangiaceae,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
695,Polyangiaceae,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
696,Polyangiaceae,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
697,Polyangiaceae,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
698,Polyangiaceae,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
699,Polyangiaceae,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
700,Polyangiaceae,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
701,Polyangiaceae,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
702,Polyangiaceae,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
703,Polyangiaceae,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
704,Polyangiaceae,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
705,Polyangiaceae,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
706,Polyangiaceae,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
707,Polyangiaceae,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
708,Polyangiaceae,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
709,Polyangiaceae,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
710,Polyangiaceae,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
711,Polyangiaceae,X8_BKF_8927_1,0,Family,B6,KO,8 Weeks
712,Polyangiaceae,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
713,Polyangiaceae,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
714,Polyangiaceae,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
715,Polyangiaceae,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
716,Polyangiaceae,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
717,Polyangiaceae,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
718,Polyangiaceae,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
719,Polyangiaceae,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
720,Polyangiaceae,X8_BWF_8755_1,1,Family,B6,WT,8 Weeks
721,Polyangiaceae,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
722,Polyangiaceae,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
723,Polyangiaceae,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
724,Polyangiaceae,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
725,Polyangiaceae,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
726,Polyangiaceae,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
727,Polyangiaceae,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
728,Polyangiaceae,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
729,Ectothiorhodospiraceae,X20_AKF_8733_2,0,Family,AJ,KO,20 Weeks
730,Ectothiorhodospiraceae,X20_AKF_8738_1,0,Family,AJ,KO,20 Weeks
731,Ectothiorhodospiraceae,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
732,Ectothiorhodospiraceae,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
733,Ectothiorhodospiraceae,X20_AKF_8802_2,1,Family,AJ,KO,20 Weeks
734,Ectothiorhodospiraceae,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
735,Ectothiorhodospiraceae,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
736,Ectothiorhodospiraceae,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
737,Ectothiorhodospiraceae,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
738,Ectothiorhodospiraceae,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
739,Ectothiorhodospiraceae,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
740,Ectothiorhodospiraceae,X20_AWF_8736_1,0,Family,AJ,WT,20 Weeks
741,Ectothiorhodospiraceae,X20_AWF_8736_2,0,Family,AJ,WT,20 Weeks
742,Ectothiorhodospiraceae,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
743,Ectothiorhodospiraceae,X20_AWF_8797_2,0,Family,AJ,WT,20 Weeks
744,Ectothiorhodospiraceae,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
745,Ectothiorhodospiraceae,X20_AWF_9005_2,0,Family,AJ,WT,20 Weeks
746,Ectothiorhodospiraceae,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
747,Ectothiorhodospiraceae,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
748,Ectothiorhodospiraceae,X20_AWM_8730_1,0,Family,AJ,WT,20 Weeks
749,Ectothiorhodospiraceae,X20_AWM_8730_2,0,Family,AJ,WT,20 Weeks
750,Ectothiorhodospiraceae,X20_AWM_8766_1,0,Family,AJ,WT,20 Weeks
751,Ectothiorhodospiraceae,X20_AWM_8766_2,0,Family,AJ,WT,20 Weeks
752,Ectothiorhodospiraceae,X20_BKF_8726_1,0,Family,B6,KO,20 Weeks
753,Ectothiorhodospiraceae,X20_BKF_8726_2,0,Family,B6,KO,20 Weeks
754,Ectothiorhodospiraceae,X20_BKF_8926_1,0,Family,B6,KO,20 Weeks
755,Ectothiorhodospiraceae,X20_BKF_8926_2,0,Family,B6,KO,20 Weeks
756,Ectothiorhodospiraceae,X20_BKF_8927_1,0,Family,B6,KO,20 Weeks
757,Ectothiorhodospiraceae,X20_BKF_8927_2,0,Family,B6,KO,20 Weeks
758,Ectothiorhodospiraceae,X20_BKM_8719_1,0,Family,B6,KO,20 Weeks
759,Ectothiorhodospiraceae,X20_BKM_8719_2,0,Family,B6,KO,20 Weeks
760,Ectothiorhodospiraceae,X20_BKM_8859_1,0,Family,B6,KO,20 Weeks
761,Ectothiorhodospiraceae,X20_BKM_8859_2,0,Family,B6,KO,20 Weeks
762,Ectothiorhodospiraceae,X20_BKM_8860_1,0,Family,B6,KO,20 Weeks
763,Ectothiorhodospiraceae,X20_BKM_8860_2,0,Family,B6,KO,20 Weeks
764,Ectothiorhodospiraceae,X20_BWF_8754_1,0,Family,B6,WT,20 Weeks
765,Ectothiorhodospiraceae,X20_BWF_8754_2,0,Family,B6,WT,20 Weeks
766,Ectothiorhodospiraceae,X20_BWF_8755_1,0,Family,B6,WT,20 Weeks
767,Ectothiorhodospiraceae,X20_BWF_8755_2,0,Family,B6,WT,20 Weeks
768,Ectothiorhodospiraceae,X20_BWF_8852_1,0,Family,B6,WT,20 Weeks
769,Ectothiorhodospiraceae,X20_BWF_8852_2,0,Family,B6,WT,20 Weeks
770,Ectothiorhodospiraceae,X20_BWM_8745_1,0,Family,B6,WT,20 Weeks
771,Ectothiorhodospiraceae,X20_BWM_8745_2,0,Family,B6,WT,20 Weeks
772,Ectothiorhodospiraceae,X20_BWM_8747_1,0,Family,B6,WT,20 Weeks
773,Ectothiorhodospiraceae,X20_BWM_8747_2,0,Family,B6,WT,20 Weeks
774,Ectothiorhodospiraceae,X20_BWM_8847_1,0,Family,B6,WT,20 Weeks
775,Ectothiorhodospiraceae,X20_BWM_8847_2,0,Family,B6,WT,20 Weeks
776,Ectothiorhodospiraceae,X8_AKF_8733_1,0,Family,AJ,KO,8 Weeks
777,Ectothiorhodospiraceae,X8_AKF_8733_2,0,Family,AJ,KO,8 Weeks
778,Ectothiorhodospiraceae,X8_AKF_8738_1,0,Family,AJ,KO,8 Weeks
779,Ectothiorhodospiraceae,X8_AKF_8738_2,0,Family,AJ,KO,8 Weeks
780,Ectothiorhodospiraceae,X8_AKF_8802_1,0,Family,AJ,KO,8 Weeks
781,Ectothiorhodospiraceae,X8_AKM_8768_1,0,Family,AJ,KO,8 Weeks
782,Ectothiorhodospiraceae,X8_AKM_8768_2,0,Family,AJ,KO,8 Weeks
783,Ectothiorhodospiraceae,X8_AKM_8769_1,0,Family,AJ,KO,8 Weeks
784,Ectothiorhodospiraceae,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
785,Ectothiorhodospiraceae,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
786,Ectothiorhodospiraceae,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
787,Ectothiorhodospiraceae,X8_AWF_8736_1,0,Family,AJ,WT,8 Weeks
788,Ectothiorhodospiraceae,X8_AWF_8736_2,0,Family,AJ,WT,8 Weeks
789,Ectothiorhodospiraceae,X8_AWF_8797_1,0,Family,AJ,WT,8 Weeks
790,Ectothiorhodospiraceae,X8_AWF_9005_1,0,Family,AJ,WT,8 Weeks
791,Ectothiorhodospiraceae,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
792,Ectothiorhodospiraceae,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
793,Ectothiorhodospiraceae,X8_AWM_8728_2,0,Family,AJ,WT,8 Weeks
794,Ectothiorhodospiraceae,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
795,Ectothiorhodospiraceae,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
796,Ectothiorhodospiraceae,X8_AWM_8766_1,0,Family,AJ,WT,8 Weeks
797,Ectothiorhodospiraceae,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
798,Ectothiorhodospiraceae,X8_BKF_8726_1,0,Family,B6,KO,8 Weeks
799,Ectothiorhodospiraceae,X8_BKF_8726_2,0,Family,B6,KO,8 Weeks
800,Ectothiorhodospiraceae,X8_BKF_8926_1,0,Family,B6,KO,8 Weeks
801,Ectothiorhodospiraceae,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
802,Ectothiorhodospiraceae,X8_BKF_8927_1,0,Family,B6,KO,8 Weeks
803,Ectothiorhodospiraceae,X8_BKM_8719_1,0,Family,B6,KO,8 Weeks
804,Ectothiorhodospiraceae,X8_BKM_8719_2,0,Family,B6,KO,8 Weeks
805,Ectothiorhodospiraceae,X8_BKM_8859_1,0,Family,B6,KO,8 Weeks
806,Ectothiorhodospiraceae,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
807,Ectothiorhodospiraceae,X8_BKM_8860_1,0,Family,B6,KO,8 Weeks
808,Ectothiorhodospiraceae,X8_BKM_8860_2,0,Family,B6,KO,8 Weeks
809,Ectothiorhodospiraceae,X8_BWF_8754_1,0,Family,B6,WT,8 Weeks
810,Ectothiorhodospiraceae,X8_BWF_8754_2,0,Family,B6,WT,8 Weeks
811,Ectothiorhodospiraceae,X8_BWF_8755_1,0,Family,B6,WT,8 Weeks
812,Ectothiorhodospiraceae,X8_BWF_8852_1,0,Family,B6,WT,8 Weeks
813,Ectothiorhodospiraceae,X8_BWF_8852_2,0,Family,B6,WT,8 Weeks
814,Ectothiorhodospiraceae,X8_BWM_8745_1,0,Family,B6,WT,8 Weeks
815,Ectothiorhodospiraceae,X8_BWM_8745_2,0,Family,B6,WT,8 Weeks
816,Ectothiorhodospiraceae,X8_BWM_8747_1,0,Family,B6,WT,8 Weeks
817,Ectothiorhodospiraceae,X8_BWM_8747_2,0,Family,B6,WT,8 Weeks
818,Ectothiorhodospiraceae,X8_BWM_8847_1,0,Family,B6,WT,8 Weeks
819,Ectothiorhodospiraceae,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
820,Acholeplasmataceae,X20_AKF_8733_2,1,Family,AJ,KO,20 Weeks
821,Acholeplasmataceae,X20_AKF_8738_1,1,Family,AJ,KO,20 Weeks
822,Acholeplasmataceae,X20_AKF_8738_2,0,Family,AJ,KO,20 Weeks
823,Acholeplasmataceae,X20_AKF_8802_1,0,Family,AJ,KO,20 Weeks
824,Acholeplasmataceae,X20_AKF_8802_2,0,Family,AJ,KO,20 Weeks
825,Acholeplasmataceae,X20_AKM_8768_1,0,Family,AJ,KO,20 Weeks
826,Acholeplasmataceae,X20_AKM_8768_2,0,Family,AJ,KO,20 Weeks
827,Acholeplasmataceae,X20_AKM_8769_1,0,Family,AJ,KO,20 Weeks
828,Acholeplasmataceae,X20_AKM_8769_2,0,Family,AJ,KO,20 Weeks
829,Acholeplasmataceae,X20_AKM_8771_1,0,Family,AJ,KO,20 Weeks
830,Acholeplasmataceae,X20_AKM_8771_2,0,Family,AJ,KO,20 Weeks
831,Acholeplasmataceae,X20_AWF_8736_1,4,Family,AJ,WT,20 Weeks
832,Acholeplasmataceae,X20_AWF_8736_2,0,Family,AJ,WT,20 Weeks
833,Acholeplasmataceae,X20_AWF_8797_1,0,Family,AJ,WT,20 Weeks
834,Acholeplasmataceae,X20_AWF_8797_2,3,Family,AJ,WT,20 Weeks
835,Acholeplasmataceae,X20_AWF_9005_1,0,Family,AJ,WT,20 Weeks
836,Acholeplasmataceae,X20_AWF_9005_2,1,Family,AJ,WT,20 Weeks
837,Acholeplasmataceae,X20_AWM_8728_1,0,Family,AJ,WT,20 Weeks
838,Acholeplasmataceae,X20_AWM_8728_2,0,Family,AJ,WT,20 Weeks
839,Acholeplasmataceae,X20_AWM_8730_1,2,Family,AJ,WT,20 Weeks
840,Acholeplasmataceae,X20_AWM_8730_2,2,Family,AJ,WT,20 Weeks
841,Acholeplasmataceae,X20_AWM_8766_1,1457,Family,AJ,WT,20 Weeks
842,Acholeplasmataceae,X20_AWM_8766_2,73,Family,AJ,WT,20 Weeks
843,Acholeplasmataceae,X20_BKF_8726_1,4,Family,B6,KO,20 Weeks
844,Acholeplasmataceae,X20_BKF_8726_2,2,Family,B6,KO,20 Weeks
845,Acholeplasmataceae,X20_BKF_8926_1,6,Family,B6,KO,20 Weeks
846,Acholeplasmataceae,X20_BKF_8926_2,10,Family,B6,KO,20 Weeks
847,Acholeplasmataceae,X20_BKF_8927_1,20,Family,B6,KO,20 Weeks
848,Acholeplasmataceae,X20_BKF_8927_2,18,Family,B6,KO,20 Weeks
849,Acholeplasmataceae,X20_BKM_8719_1,2,Family,B6,KO,20 Weeks
850,Acholeplasmataceae,X20_BKM_8719_2,4,Family,B6,KO,20 Weeks
851,Acholeplasmataceae,X20_BKM_8859_1,4,Family,B6,KO,20 Weeks
852,Acholeplasmataceae,X20_BKM_8859_2,8,Family,B6,KO,20 Weeks
853,Acholeplasmataceae,X20_BKM_8860_1,7,Family,B6,KO,20 Weeks
854,Acholeplasmataceae,X20_BKM_8860_2,8,Family,B6,KO,20 Weeks
855,Acholeplasmataceae,X20_BWF_8754_1,7,Family,B6,WT,20 Weeks
856,Acholeplasmataceae,X20_BWF_8754_2,6,Family,B6,WT,20 Weeks
857,Acholeplasmataceae,X20_BWF_8755_1,3,Family,B6,WT,20 Weeks
858,Acholeplasmataceae,X20_BWF_8755_2,3,Family,B6,WT,20 Weeks
859,Acholeplasmataceae,X20_BWF_8852_1,6,Family,B6,WT,20 Weeks
860,Acholeplasmataceae,X20_BWF_8852_2,10,Family,B6,WT,20 Weeks
861,Acholeplasmataceae,X20_BWM_8745_1,11,Family,B6,WT,20 Weeks
862,Acholeplasmataceae,X20_BWM_8745_2,16,Family,B6,WT,20 Weeks
863,Acholeplasmataceae,X20_BWM_8747_1,10,Family,B6,WT,20 Weeks
864,Acholeplasmataceae,X20_BWM_8747_2,6,Family,B6,WT,20 Weeks
865,Acholeplasmataceae,X20_BWM_8847_1,5,Family,B6,WT,20 Weeks
866,Acholeplasmataceae,X20_BWM_8847_2,17,Family,B6,WT,20 Weeks
867,Acholeplasmataceae,X8_AKF_8733_1,14,Family,AJ,KO,8 Weeks
868,Acholeplasmataceae,X8_AKF_8733_2,15,Family,AJ,KO,8 Weeks
869,Acholeplasmataceae,X8_AKF_8738_1,3,Family,AJ,KO,8 Weeks
870,Acholeplasmataceae,X8_AKF_8738_2,12,Family,AJ,KO,8 Weeks
871,Acholeplasmataceae,X8_AKF_8802_1,6,Family,AJ,KO,8 Weeks
872,Acholeplasmataceae,X8_AKM_8768_1,3,Family,AJ,KO,8 Weeks
873,Acholeplasmataceae,X8_AKM_8768_2,2,Family,AJ,KO,8 Weeks
874,Acholeplasmataceae,X8_AKM_8769_1,1,Family,AJ,KO,8 Weeks
875,Acholeplasmataceae,X8_AKM_8769_2,0,Family,AJ,KO,8 Weeks
876,Acholeplasmataceae,X8_AKM_8771_1,0,Family,AJ,KO,8 Weeks
877,Acholeplasmataceae,X8_AKM_8771_2,0,Family,AJ,KO,8 Weeks
878,Acholeplasmataceae,X8_AWF_8736_1,5,Family,AJ,WT,8 Weeks
879,Acholeplasmataceae,X8_AWF_8736_2,8,Family,AJ,WT,8 Weeks
880,Acholeplasmataceae,X8_AWF_8797_1,5,Family,AJ,WT,8 Weeks
881,Acholeplasmataceae,X8_AWF_9005_1,3,Family,AJ,WT,8 Weeks
882,Acholeplasmataceae,X8_AWF_9005_2,0,Family,AJ,WT,8 Weeks
883,Acholeplasmataceae,X8_AWM_8728_1,0,Family,AJ,WT,8 Weeks
884,Acholeplasmataceae,X8_AWM_8728_2,4,Family,AJ,WT,8 Weeks
885,Acholeplasmataceae,X8_AWM_8730_1,0,Family,AJ,WT,8 Weeks
886,Acholeplasmataceae,X8_AWM_8730_2,0,Family,AJ,WT,8 Weeks
887,Acholeplasmataceae,X8_AWM_8766_1,2,Family,AJ,WT,8 Weeks
888,Acholeplasmataceae,X8_AWM_8766_2,0,Family,AJ,WT,8 Weeks
889,Acholeplasmataceae,X8_BKF_8726_1,2,Family,B6,KO,8 Weeks
890,Acholeplasmataceae,X8_BKF_8726_2,1,Family,B6,KO,8 Weeks
891,Acholeplasmataceae,X8_BKF_8926_1,1,Family,B6,KO,8 Weeks
892,Acholeplasmataceae,X8_BKF_8926_2,0,Family,B6,KO,8 Weeks
893,Acholeplasmataceae,X8_BKF_8927_1,1,Family,B6,KO,8 Weeks
894,Acholeplasmataceae,X8_BKM_8719_1,2,Family,B6,KO,8 Weeks
895,Acholeplasmataceae,X8_BKM_8719_2,8,Family,B6,KO,8 Weeks
896,Acholeplasmataceae,X8_BKM_8859_1,2,Family,B6,KO,8 Weeks
897,Acholeplasmataceae,X8_BKM_8859_2,0,Family,B6,KO,8 Weeks
898,Acholeplasmataceae,X8_BKM_8860_1,1,Family,B6,KO,8 Weeks
899,Acholeplasmataceae,X8_BKM_8860_2,2,Family,B6,KO,8 Weeks
900,Acholeplasmataceae,X8_BWF_8754_1,8,Family,B6,WT,8 Weeks
901,Acholeplasmataceae,X8_BWF_8754_2,38,Family,B6,WT,8 Weeks
902,Acholeplasmataceae,X8_BWF_8755_1,4,Family,B6,WT,8 Weeks
903,Acholeplasmataceae,X8_BWF_8852_1,3,Family,B6,WT,8 Weeks
904,Acholeplasmataceae,X8_BWF_8852_2,1,Family,B6,WT,8 Weeks
905,Acholeplasmataceae,X8_BWM_8745_1,15,Family,B6,WT,8 Weeks
906,Acholeplasmataceae,X8_BWM_8745_2,26,Family,B6,WT,8 Weeks
907,Acholeplasmataceae,X8_BWM_8747_1,2,Family,B6,WT,8 Weeks
908,Acholeplasmataceae,X8_BWM_8747_2,3,Family,B6,WT,8 Weeks
909,Acholeplasmataceae,X8_BWM_8847_1,1,Family,B6,WT,8 Weeks
910,Acholeplasmataceae,X8_BWM_8847_2,0,Family,B6,WT,8 Weeks
